Instance,User,Simulation,Backtracking percentiles idx,Total Allocated Demand,Computation Time(s),Threads,Optimal Demand,Optimality Gap (%),Problem Type
8,500,5,2,2467431.25,0.000674376,5,2491100.0,0.9501324715988921,Random
8,500,6,3,2464937.5,0.000988458,5,2514418.75,1.9679001359658173,Random
8,500,7,6,2438650.0,0.000532292,5,2474693.75,1.4564933539756182,Random
8,500,8,6,2455962.5,0.000762125,5,2494468.75,1.543665359608133,Random
8,500,9,6,2465550.0,0.0008835,5,2485718.75,0.8113850370239996,Random
8,500,10,3,2476137.5,0.000683666,5,2491537.5,0.6180922422399824,Random
8,500,11,5,2502650.0,0.00100375,5,2515468.75,0.5095968693707683,Random
8,500,12,6,2462656.25,0.000501166,5,2487243.75,0.9885440459946879,Random
8,500,13,0,2496218.75,0.000448458,5,2509825.0,0.5421194704810096,Random
8,500,14,6,2428675.0,0.000442792,5,2437775.0,0.37329121842663904,Random
8,500,15,5,2438381.25,0.000573708,5,2486681.25,1.9423478582146385,Random
8,500,16,6,2501862.5,0.000734792,5,2517568.75,0.6238657832085023,Random
8,500,17,6,2497493.75,0.000670501,5,2514068.75,0.6592898463894434,Random
8,500,18,3,2450550.0,0.000791375,5,2475793.75,1.0196224948059587,Random
8,500,19,6,2482875.0,0.000729542,5,2511225.0,1.1289310993638562,Random
8,1000,0,3,2667385.16,0.002372375,5,2699110.02,1.1753822469230013,Random
8,1000,1,6,2687997.59,0.0022885,5,2715595.18,1.0162630351995363,Random
8,1000,2,4,2660794.33,0.001110875,5,2676848.81,0.5997529610198635,Random
8,1000,3,2,2668760.38,0.002723416,5,2681608.62,0.47912435484340826,Random
8,1000,4,3,2618125.46,0.001684501,5,2633738.07,0.5927928132959657,Random
8,1000,5,6,2650265.39,0.001187792,5,2667260.25,0.6371654209595734,Random
8,1000,6,2,2651147.75,0.002070542,5,2679715.89,1.0660883904375449,Random
8,1000,7,6,2668708.86,0.001824791,5,2698595.17,1.1074765986481794,Random
8,1000,8,6,2652707.79,0.001276,5,2673601.2,0.7814706995194401,Random
8,1000,9,6,2638878.12,0.001868541,5,2679306.22,1.508901808170329,Random
8,1000,10,3,2657284.3,0.002005459,5,2662929.1,0.21197710445990764,Random
8,1000,11,6,2644706.58,0.001180583,5,2671690.6,1.0099979391326233,Random
8,1000,12,3,2624090.81,0.001074083,5,2656497.96,1.219920003251194,Random
8,1000,13,5,2662444.14,0.001755125,5,2674006.27,0.4323897864308257,Random
8,1000,14,3,2682855.18,0.001385916,5,2706846.02,0.8863023542063118,Random
8,1000,15,3,2665486.9,0.002134375,5,2710613.89,1.6648254539860055,Random
8,1000,16,6,2665514.94,0.001225708,5,2682188.08,0.621624565567383,Random
8,1000,17,6,2668575.13,0.001739374,5,2685153.37,0.6174038393941059,Random
8,1000,18,5,2642117.58,0.001473375,5,2677903.94,1.3363571211594645,Random
8,1000,19,4,2672974.87,0.001528959,5,2701530.34,1.0570108940549505,Random
8,2500,0,6,3598792.41,0.002740583,5,3658867.46,1.641902874503134,Random
8,2500,1,6,3590290.07,0.003241834,5,3665428.86,2.0499317506874224,Random
8,2500,2,0,3673673.19,0.0029975,5,3711113.25,1.0088633107599196,Random
8,2500,3,6,3613263.07,0.004565293,5,3678675.55,1.7781530094438467,Random
8,2500,4,0,3626574.6,0.003253751,5,3665591.34,1.064405068132875,Random
8,2500,5,6,3639787.26,0.004437667,5,3683732.05,1.1929420870880127,Random
8,2500,6,5,3646321.81,0.003929167,5,3688629.2,1.1469678220841533,Random
8,2500,7,6,3653952.53,0.004195292,5,3683256.14,0.7955897957180988,Random
8,2500,8,4,3608755.05,0.004607875,5,3699775.65,2.460165388677016,Random
8,2500,9,6,3636686.17,0.004119084,5,3688928.78,1.4162000167430684,Random
8,2500,10,6,3598615.41,0.003017208,5,3652180.2,1.4666524395483014,Random
8,2500,11,6,3654527.91,0.0046395,5,3696023.35,1.1227050283651465,Random
8,2500,12,5,3614941.72,0.003511251,5,3673384.32,1.590974287166327,Random
8,2500,13,6,3617968.17,0.003615749,5,3697392.27,2.1481112687023627,Random
8,2500,14,3,3650144.67,0.004185041,5,3690393.9,1.0906486161273998,Random
8,2500,15,6,3606739.37,0.001931624,5,3645498.51,1.0632054818752255,Random
8,2500,16,6,3677924.66,0.004100458,5,3711533.13,0.9055144820975837,Random
8,2500,17,5,3587865.3,0.004396834,5,3642465.79,1.4989980180431626,Random
8,2500,18,5,3620745.7,0.005302875,5,3671288.73,1.3767108423531647,Random
8,2500,19,3,3653498.04,0.003962626,5,3689527.88,0.976543372806817,Random
8,5000,0,5,5767449.9,0.003646042,5,5817005.54,0.8519097954993466,Random
8,5000,1,3,5693479.46,0.003486874,5,5756639.71,1.097172190406198,Random
8,5000,2,3,5750476.91,0.004475208,5,5800190.84,0.8571085223119952,Random
8,5000,3,4,5683882.69,0.003855041,5,5779109.22,1.6477717650748835,Random
8,5000,4,6,5683829.14000001,0.004000291,5,5769133.1,1.4786270055026072,Random
8,5000,5,5,5728374.15,0.004927749,5,5803227.44,1.2898562183528695,Random
8,5000,6,5,5840954.22,0.003441917,5,5850569.7,0.16435117421129855,Random
8,5000,7,3,5757361.48000001,0.0040875,5,5818509.3,1.050919004288436,Random
8,5000,8,6,5714779.78,0.00347075,5,5773947.42,1.0247346519826754,Random
8,5000,9,6,5692639.69,0.003973042,5,5756710.41,1.112974519070862,Random
8,5000,10,6,5730668.66,0.003487668,5,5807285.43,1.3193215818909654,Random
8,5000,11,6,5744523.69,0.003234125,5,5860328.56,1.9760815253675672,Random
8,5000,12,6,5826338.57,0.00366075,5,5862323.89,0.6138405293740836,Random
8,5000,13,4,5787234.26,0.003488374,5,5812085.71,0.42758230418457105,Random
8,5000,14,6,5764193.29,0.004188709,5,5820804.81,0.9725720385391098,Random
8,5000,15,4,5688610.14000001,0.003971001,5,5761809.0,1.270414552096227,Random
8,5000,16,5,5712866.91,0.003264667,5,5790685.7,1.3438614014226336,Random
8,5000,17,6,5766125.81000001,0.003216166,5,5833555.78,1.1558982641628297,Random
8,5000,18,0,5812709.52,0.002603625,5,5867576.62,0.9350896213776337,Random
8,5000,19,5,5668004.38,0.004737459,5,5766745.68,1.7122534177716646,Random
12,500,0,6,2907931.25,0.006245917,5,2952425.0,1.5070238871436192,Clustered
12,500,1,4,2886450.0,0.010986874,5,2952425.0,2.2346037579278053,Clustered
12,500,2,6,2935100.0,0.006294292,5,2952425.0,0.586805761365657,Clustered
12,500,3,6,2888593.75,0.0036125,5,2952425.0,2.1619939541224586,Clustered
12,500,4,0,2897256.25,0.01342375,5,2952425.0,1.86859107343963,Clustered
12,500,5,5,2837931.25,0.01079125,5,2952425.0,3.877956256297789,Clustered
12,500,6,6,2873631.25,0.013044499,5,2952425.0,2.6687807480291625,Clustered
12,500,7,6,2916425.0,0.007491709,5,2952425.0,1.2193366469935731,Clustered
12,500,8,6,2918912.5,0.013362667,5,2952425.0,1.1350838717325589,Clustered
12,500,9,2,2920575.0,0.01056575,5,2952425.0,1.0787742279651473,Clustered
12,500,10,3,2847950.0,0.0086735,5,2952425.0,3.5386165609625984,Clustered
12,500,11,6,2904212.5,0.009073124,5,2952425.0,1.6329796692549345,Clustered
12,500,12,5,2879231.25,0.008691916,5,2952425.0,2.479106158496829,Clustered
12,500,13,5,2920006.25,0.012474125,5,2952425.0,1.0980380534645249,Clustered
12,500,14,2,2902331.25,0.018923791,5,2952425.0,1.6966984766759527,Clustered
12,500,15,6,2836400.0,0.00773425,5,2952425.0,3.929820401873037,Clustered
12,500,16,5,2897081.25,0.007896959,5,2952425.0,1.8745184043625156,Clustered
12,500,17,5,2898393.75,0.016314833,5,2952425.0,1.8300634224408747,Clustered
12,500,18,2,2869431.25,0.010028166,5,2952425.0,2.8110366901784127,Clustered
12,500,19,3,2902550.0,0.011887125,5,2952425.0,1.6892893130223459,Clustered
12,1000,0,6,3416066.92,0.018635083,5,3498292.28,2.3504428280646654,Clustered
12,1000,1,3,3351078.01,0.021158917,5,3501995.0,4.309457609162783,Clustered
12,1000,2,6,3360007.42,0.022279334,5,3512495.0,4.341289596141776,Clustered
12,1000,3,3,3372845.84,0.019787293,5,3511389.0,3.945537221880006,Clustered
12,1000,4,5,3465467.6,0.015017458,5,3512495.0,1.3388602688402376,Clustered
12,1000,5,3,3404782.78,0.017927126,5,3511418.68,3.036832395047815,Clustered
12,1000,6,6,3321884.58,0.019438958,5,3509870.0,5.355908338485469,Clustered
12,1000,7,3,3437576.38,0.021372541,5,3488870.0,1.47020725908389,Clustered
12,1000,8,3,3440342.5,0.029442416,5,3501995.0,1.7604965169853184,Clustered
12,1000,9,5,3409060.2,0.022974334,5,3510342.64,2.8852579473552455,Clustered
12,1000,10,5,3428036.22,0.022008417,5,3512495.0,2.4045238498560084,Clustered
12,1000,11,6,3399800.95,0.022879833,5,3511419.8,3.1787384123083102,Clustered
12,1000,12,3,3429348.65,0.019964,5,3512495.0,2.3671592415078195,Clustered
12,1000,13,6,3419797.99,0.020494791,5,3512495.0,2.6390645395936443,Clustered
12,1000,14,6,3447487.61,0.02337475,5,3509870.0,1.7773418958536964,Clustered
12,1000,15,4,3416268.66,0.01984,5,3510341.8,2.679885474400233,Clustered
12,1000,16,6,3448457.25,0.017238916,5,3511419.8,1.7930795400766326,Clustered
12,1000,17,6,3453232.37,0.017930626,5,3499848.8,1.3319555404793402,Clustered
12,1000,18,4,3377078.74,0.01786,5,3507180.88,3.7095931020244293,Clustered
12,1000,19,4,3366754.88,0.022152541,5,3490357.08,3.5412479917384325,Clustered
12,2500,0,0,5021029.58,0.015287917,5,5284576.22,4.987091282789742,Clustered
12,2500,1,3,4886020.34,0.015407,5,5286590.4,7.5770965724902855,Clustered
12,2500,2,6,4982100.43,0.0199405,5,5182344.93,3.8639747586234097,Clustered
12,2500,3,4,4899655.97,0.023008376,5,5268557.86117701,7.00195197428461,Clustered
12,2500,4,3,4847706.43,0.014666292,5,5242953.1,7.538626847529876,Clustered
12,2500,5,5,4885873.64,0.016912459,5,5263778.8,7.179351077594677,Clustered
12,2500,6,6,4799786.27,0.026329167,5,5311522.93,9.634462031777394,Clustered
12,2500,7,2,4928738.33,0.018056918,5,5284195.56,6.7267993011219955,Clustered
12,2500,8,5,4704990.57,0.016958708,5,5229517.58702387,10.030122440459738,Clustered
12,2500,9,3,4910411.98,0.017616542,5,5264830.08,6.731805103195271,Clustered
12,2500,10,3,4797241.21,0.017250541,5,5275876.48,9.072147003714544,Clustered
12,2500,11,5,4994257.94,0.016975917,5,5265322.62,5.148111513060518,Clustered
12,2500,12,6,4918086.13,0.01793075,5,5311006.96,7.398236021140519,Clustered
12,2500,13,6,5033409.01,0.017217792,5,5284208.32,4.746204063355332,Clustered
12,2500,14,6,5003286.12,0.019587042,5,5318809.6,5.932219871153115,Clustered
12,2500,15,6,4841837.02,0.016676625,5,5233451.32,7.482907092369796,Clustered
12,2500,16,6,4864592.76,0.017936666,5,5235922.54992288,7.091964909380666,Clustered
12,2500,17,3,4738953.05,0.015967708,5,5267781.12,10.038915018549599,Clustered
12,2500,18,4,4832199.02,0.018418291,5,5318105.8,9.136839285897628,Clustered
12,2500,19,4,4918408.53,0.016661792,5,5212184.74,5.636335330662128,Clustered
12,5000,0,2,6965443.89,0.03568375,5,7522337.69,7.4032012779793295,Clustered
12,5000,1,6,6771635.78,0.035630667,5,7491358.48,9.607372306658059,Clustered
12,5000,2,5,6667414.15,0.02975825,5,7467900.5594962,10.719028770117982,Clustered
12,5000,3,3,6823560.32,0.029957417,5,7561088.14,9.75425502710777,Clustered
12,5000,4,6,6641087.41,0.032699708,5,7513671.19,11.613281416431004,Clustered
12,5000,5,6,6768566.06,0.032481334,5,7599746.3,10.936947197829488,Clustered
12,5000,6,2,6411321.71,0.023887375,5,7351685.03,12.791126335835424,Clustered
12,5000,7,6,6626646.57,0.025344208,5,7335832.28336959,9.667419946027405,Clustered
12,5000,8,6,6928800.82,0.025678208,5,7566976.85,8.433698723420825,Clustered
12,5000,9,4,6706028.08,0.029042083,5,7543774.27,11.105133319425258,Clustered
12,5000,10,3,6980082.1,0.028005458,5,7644546.74,8.692008337436114,Clustered
12,5000,11,6,6712703.66,0.0350955,5,7470638.83,10.14552017902865,Clustered
12,5000,12,5,6733197.95,0.045647417,5,7473773.76,9.908994221414586,Clustered
12,5000,13,4,6649360.42,0.028679292,5,7408629.93506895,10.248447037082084,Clustered
12,5000,14,6,6741939.82,0.029567042,5,7414284.70926302,9.068236729876684,Clustered
12,5000,15,2,6823216.77,0.029685001,5,7432394.38447294,8.19624986189615,Clustered
12,5000,16,0,6980823.21,0.039198834,5,7423634.11,5.9648804539479165,Clustered
12,5000,17,2,6858499.52,0.036898626,5,7364327.22,6.868620647739227,Clustered
12,5000,18,4,6738620.34,0.030813167,5,7514347.37,10.323278813233786,Clustered
12,5000,19,6,6792790.83,0.035978374,5,7479916.44503292,9.18627393878456,Clustered
4,500,0,1,962750.0,0.001956168,10,979500.0,1.7100561510974988,Realistic
4,500,1,1,965875.0,0.002811417,10,983450.0,1.7870761096141137,Realistic
4,500,2,5,971325.0,0.002163707,10,981100.0,0.9963306492712262,Realistic
4,500,3,6,963325.0,0.002569292,10,980275.0,1.729106628242075,Realistic
4,500,4,1,953100.0,0.000849416,10,980100.0,2.7548209366391188,Realistic
4,500,5,6,960450.0,0.001519917,10,976925.0,1.6864140031220411,Realistic
4,500,6,1,965650.0,0.001914916,10,982775.0,1.7425148177354939,Realistic
4,500,7,6,965225.0,0.002871875,10,982050.0,1.7132528893640853,Realistic
4,500,8,1,967275.0,0.000906667,10,979950.0,1.2934333384356345,Realistic
4,500,9,6,968700.0,0.002229583,10,978075.0,0.9585154512690744,Realistic
4,500,10,6,968200.0,0.003559792,10,981125.0,1.3173652694610778,Realistic
4,500,11,1,961700.0,0.001068542,10,982825.0,2.1494162236410346,Realistic
4,500,12,6,973850.0,0.001736583,10,981050.0,0.7339075480352684,Realistic
4,500,13,6,962225.0,0.001283958,10,978500.0,1.6632600919775167,Realistic
4,500,14,1,955825.0,0.000631167,10,977550.0,2.22239271648509,Realistic
4,500,15,6,961700.0,0.001971916,10,981950.0,2.062223127450481,Realistic
4,500,16,5,969650.0,0.0013975,10,981150.0,1.1720939713601386,Realistic
4,500,17,6,970525.0,0.001891667,10,983600.0,1.329300528670191,Realistic
4,500,18,1,966550.0,0.000561209,10,974675.0,0.8336112037345782,Realistic
4,500,19,6,974325.0,0.002135709,10,982400.0,0.8219666123778502,Realistic
4,1000,0,6,1636975.0,0.007161125,10,1686225.0,2.9207252887366755,Realistic
4,1000,1,6,1631275.0,0.007434959,10,1682025.0,3.0171965339397455,Realistic
4,1000,2,5,1663225.0,0.007199583,10,1702550.0,2.309770638160406,Realistic
4,1000,3,6,1623075.0,0.008493542,10,1693475.0,4.157132523361726,Realistic
4,1000,4,4,1665125.0,0.007559625,10,1691250.0,1.5447154471544715,Realistic
4,1000,5,4,1640075.0,0.006573041,10,1676800.0,2.190183683206107,Realistic
4,1000,6,6,1642025.0,0.008720833,10,1682725.0,2.4186958653374733,Realistic
4,1000,7,5,1642300.0,0.008053541,10,1700625.0,3.429621462697538,Realistic
4,1000,8,6,1670825.0,0.011683958,10,1700100.0,1.7219575319098877,Realistic
4,1000,9,4,1627250.0,0.007601333,10,1692825.0,3.8737022432915396,Realistic
4,1000,10,2,1653275.0,0.012505792,10,1690575.0,2.2063499105333984,Realistic
4,1000,11,6,1651175.0,0.0101295,10,1687100.0,2.129393634046589,Realistic
4,1000,12,6,1632425.0,0.008177458,10,1684200.0,3.0741598384989905,Realistic
4,1000,13,6,1685275.0,0.011501041,10,1707750.0,1.3160591421460988,Realistic
4,1000,14,6,1635325.0,0.009583541,10,1687100.0,3.0688755853239287,Realistic
4,1000,15,5,1628725.0,0.008098625,10,1686000.0,3.397093712930012,Realistic
4,1000,16,5,1624925.0,0.00894025,10,1689300.0,3.8107500147990288,Realistic
4,1000,17,4,1627600.0,0.009391916,10,1694475.0,3.946650142374482,Realistic
4,1000,18,4,1651125.0,0.009533292,10,1687225.0,2.1396079361081064,Realistic
4,1000,19,5,1630400.0,0.007323292,10,1688575.0,3.4452126793302043,Realistic
4,2500,0,6,3411675.0,0.00821175,10,3557175.0,4.090324485019714,Realistic
4,2500,1,6,3509350.0,0.009801874,10,3596850.0,2.432684154190472,Realistic
4,2500,2,6,3425300.0,0.006798083,10,3550675.0,3.531018749955994,Realistic
4,2500,3,6,3413125.0,0.007469084,10,3563700.0,4.225243426775542,Realistic
4,2500,4,4,3423675.0,0.008888625,10,3566000.0,3.9911665731912507,Realistic
4,2500,5,6,3426425.0,0.007024958,10,3547950.0,3.425217379049874,Realistic
4,2500,6,6,3448775.0,0.008253708,10,3541975.0,2.631300333853288,Realistic
4,2500,7,6,3411675.0,0.00843675,10,3556425.0,4.07009848373015,Realistic
4,2500,8,5,3463200.0,0.011018417,10,3569950.0,2.9902379585148253,Realistic
4,2500,9,5,3495750.0,0.009601375,10,3593700.0,2.7256031388262794,Realistic
4,2500,10,6,3481000.0,0.008893291,10,3568825.0,2.460893991719964,Realistic
4,2500,11,2,3448175.0,0.010121126,10,3567550.0,3.346133901416939,Realistic
4,2500,12,6,3429125.0,0.010858208,10,3556275.0,3.5753702961666347,Realistic
4,2500,13,6,3450375.0,0.008526459,10,3554950.0,2.941672878662147,Realistic
4,2500,14,6,3419325.0,0.007407583,10,3581550.0,4.529463500439753,Realistic
4,2500,15,6,3400275.0,0.007157458,10,3557775.0,4.426924130952632,Realistic
4,2500,16,6,3482525.0,0.008891584,10,3593875.0,3.0983270147125315,Realistic
4,2500,17,5,3380300.0,0.01021,10,3538350.0,4.466771235180239,Realistic
4,2500,18,6,3475425.0,0.007310125,10,3570575.0,2.6648368960181483,Realistic
4,2500,19,6,3392450.0,0.007360334,10,3550600.0,4.454176758857658,Realistic
4,5000,0,6,5882750.0,0.005913542,10,6135925.0,4.126109755252876,Realistic
4,5000,1,3,5883225.0,0.007749709,10,6125525.0,3.9555793176911367,Realistic
4,5000,2,4,5811500.0,0.008769583,10,6126650.0,5.143920413276423,Realistic
4,5000,3,4,5875500.0,0.009686458,10,6186675.0,5.0297615439634376,Realistic
4,5000,4,6,5776825.0,0.008268999,10,6064800.0,4.748301675240733,Realistic
4,5000,5,6,5926150.0,0.006164375,10,6105275.0,2.9339382746886913,Realistic
4,5000,6,5,5801075.0,0.005932457,10,6172875.0,6.02312536702914,Realistic
4,5000,7,4,5696850.0,0.007856416,10,6072650.0,6.1884020979308865,Realistic
4,5000,8,6,5917675.0,0.007662208,10,6196900.0,4.505881973244687,Realistic
4,5000,9,6,5893925.0,0.010063916,10,6259575.0,5.84145089722545,Realistic
4,5000,10,2,5958850.0,0.008480791,10,6162200.0,3.299957807276622,Realistic
4,5000,11,6,5914125.0,0.006261833,10,6066250.0,2.507727179064496,Realistic
4,5000,12,6,5841350.0,0.011091208,10,6153525.0,5.073108502849992,Realistic
4,5000,13,5,5862175.0,0.008065666,10,6198325.0,5.42323934288699,Realistic
4,5000,14,5,5918675.0,0.00980875,10,6196575.0,4.484735519218278,Realistic
4,5000,15,5,5846125.0,0.012477959,10,6092500.0,4.043906442347148,Realistic
4,5000,16,5,5896350.0,0.008243791,10,6132450.0,3.850011007020033,Realistic
4,5000,17,5,5956875.0,0.005093333,10,6203425.0,3.974417358152956,Realistic
4,5000,18,6,5851875.0,0.005793291,10,6110475.0,4.2320768843666,Realistic
4,5000,19,5,5879850.0,0.005726167,10,6172850.0,4.746591930793718,Realistic
8,500,0,6,2477925.0,0.000622166,10,2495956.25,0.7224185119430679,Random
8,500,1,0,2497925.0,0.000949959,10,2511881.25,0.5556094660127743,Random
8,500,2,6,2491012.5,0.001392125,10,2514418.75,0.9308811430077032,Random
8,500,3,5,2466168.75,0.000683541,10,2487600.0,0.8615231548480463,Random
8,500,4,6,2496131.25,0.001223166,10,2508556.25,0.495304819256096,Random
8,500,5,5,2467431.25,0.00104975,10,2491100.0,0.9501324715988921,Random
8,500,6,6,2464937.5,0.001360999,10,2514418.75,1.9679001359658173,Random
8,500,7,1,2438650.0,0.000839543,10,2474693.75,1.4564933539756182,Random
8,500,8,5,2455962.5,0.001006125,10,2494468.75,1.543665359608133,Random
8,500,9,5,2465550.0,0.001069792,10,2485718.75,0.8113850370239996,Random
8,500,10,6,2476137.5,0.001258292,10,2491537.5,0.6180922422399824,Random
8,500,11,1,2502650.0,0.001018917,10,2515468.75,0.5095968693707683,Random
8,500,12,1,2462656.25,0.000547709,10,2487243.75,0.9885440459946879,Random
8,500,13,0,2496218.75,0.000371458,10,2509825.0,0.5421194704810096,Random
8,500,14,4,2428675.0,0.000613833,10,2437775.0,0.37329121842663904,Random
8,500,15,1,2438381.25,0.000815834,10,2486681.25,1.9423478582146385,Random
8,500,16,1,2501862.5,0.000780208,10,2517568.75,0.6238657832085023,Random
8,500,17,4,2497493.75,0.001039,10,2514068.75,0.6592898463894434,Random
8,500,18,1,2450550.0,0.000870375,10,2475793.75,1.0196224948059587,Random
8,500,19,3,2482875.0,0.001802541,10,2511225.0,1.1289310993638562,Random
8,1000,0,3,2667385.16,0.004265583,10,2699110.02,1.1753822469230013,Random
8,1000,1,4,2687997.59,0.004657792,10,2715595.18,1.0162630351995363,Random
8,1000,2,6,2660794.33,0.002685166,10,2676848.81,0.5997529610198635,Random
8,1000,3,6,2668760.38,0.004431375,10,2681608.62,0.47912435484340826,Random
8,1000,4,6,2618125.46,0.001491667,10,2633738.07,0.5927928132959657,Random
8,1000,5,5,2650265.39,0.001656709,10,2667260.25,0.6371654209595734,Random
8,1000,6,6,2651147.75,0.002348666,10,2679715.89,1.0660883904375449,Random
8,1000,7,6,2668708.86,0.002952376,10,2698595.17,1.1074765986481794,Random
8,1000,8,5,2652707.79,0.001828959,10,2673601.2,0.7814706995194401,Random
8,1000,9,6,2638878.12,0.003524084,10,2679306.22,1.508901808170329,Random
8,1000,10,6,2657284.3,0.002776541,10,2662929.1,0.21197710445990764,Random
8,1000,11,6,2644706.58,0.001257542,10,2671690.6,1.0099979391326233,Random
8,1000,12,6,2624090.81,0.001966291,10,2656497.96,1.219920003251194,Random
8,1000,13,5,2662444.14,0.003287876,10,2674006.27,0.4323897864308257,Random
8,1000,14,6,2682855.18,0.002413334,10,2706846.02,0.8863023542063118,Random
8,1000,15,3,2665486.9,0.0044135,10,2710613.89,1.6648254539860055,Random
8,1000,16,5,2670063.73,0.00225925,10,2682188.08,0.45203205884056025,Random
8,1000,17,6,2668575.13,0.002318875,10,2685153.37,0.6174038393941059,Random
8,1000,18,5,2642117.58,0.002282084,10,2677903.94,1.3363571211594645,Random
8,1000,19,6,2672974.87,0.001706417,10,2701530.34,1.0570108940549505,Random
8,2500,0,6,3598792.41,0.004481292,10,3658867.46,1.641902874503134,Random
8,2500,1,5,3590290.07,0.004907166,10,3665428.86,2.0499317506874224,Random
8,2500,2,5,3673673.19,0.008482625,10,3711113.25,1.0088633107599196,Random
8,2500,3,6,3613263.07,0.005388666,10,3678675.55,1.7781530094438467,Random
8,2500,4,5,3626574.6,0.005891793,10,3665591.34,1.064405068132875,Random
8,2500,5,6,3639787.26,0.006864958,10,3683732.05,1.1929420870880127,Random
8,2500,6,6,3646321.81,0.006469501,10,3688629.2,1.1469678220841533,Random
8,2500,7,6,3653952.53,0.005530542,10,3683256.14,0.7955897957180988,Random
8,2500,8,5,3608755.05,0.00860525,10,3699775.65,2.460165388677016,Random
8,2500,9,3,3636686.17,0.005259666,10,3688928.78,1.4162000167430684,Random
8,2500,10,6,3598615.41,0.004255875,10,3652180.2,1.4666524395483014,Random
8,2500,11,6,3654527.91,0.005165292,10,3696023.35,1.1227050283651465,Random
8,2500,12,6,3614941.72,0.005043583,10,3673384.32,1.590974287166327,Random
8,2500,13,6,3617968.17,0.005354082,10,3697392.27,2.1481112687023627,Random
8,2500,14,6,3650144.67,0.004964999,10,3690393.9,1.0906486161273998,Random
8,2500,15,6,3606739.37,0.003195583,10,3645498.51,1.0632054818752255,Random
8,2500,16,6,3677924.66,0.006637042,10,3711533.13,0.9055144820975837,Random
8,2500,17,4,3596201.69,0.0087,10,3642465.79,1.2701313524210227,Random
8,2500,18,6,3620745.7,0.0099405,10,3671288.73,1.3767108423531647,Random
8,2500,19,5,3653498.04,0.008762917,10,3689527.88,0.976543372806817,Random
8,5000,0,5,5767449.9,0.006625625,10,5817005.54,0.8519097954993466,Random
8,5000,1,6,5693479.46,0.007711584,10,5756639.71,1.097172190406198,Random
8,5000,2,5,5752495.78,0.008040749,10,5800190.84,0.8223015641326655,Random
8,5000,3,5,5683882.69,0.00753575,10,5779109.22,1.6477717650748835,Random
8,5000,4,3,5683829.14000001,0.00862625,10,5769133.1,1.4786270055026072,Random
8,5000,5,5,5728374.15,0.005251666,10,5803227.44,1.2898562183528695,Random
8,5000,6,5,5840954.22,0.008358625,10,5850569.7,0.16435117421129855,Random
8,5000,7,5,5757361.48000001,0.006753543,10,5818509.3,1.050919004288436,Random
8,5000,8,6,5714779.78,0.00680375,10,5773947.42,1.0247346519826754,Random
8,5000,9,3,5692639.69,0.008126626,10,5756710.41,1.112974519070862,Random
8,5000,10,6,5730668.66,0.008719833,10,5807285.43,1.3193215818909654,Random
8,5000,11,5,5744523.69,0.006326791,10,5860328.56,1.9760815253675672,Random
8,5000,12,6,5826338.57,0.006106083,10,5862323.89,0.6138405293740836,Random
8,5000,13,6,5787234.26,0.005234542,10,5812085.71,0.42758230418457105,Random
8,5000,14,5,5764193.29,0.007925875,10,5820804.81,0.9725720385391098,Random
8,5000,15,5,5688610.14000001,0.00547,10,5761809.0,1.270414552096227,Random
8,5000,16,5,5712866.91,0.006982417,10,5790685.7,1.3438614014226336,Random
8,5000,17,5,5766125.81000001,0.006810249,10,5833555.78,1.1558982641628297,Random
8,5000,18,0,5812709.52,0.003096916,10,5867576.62,0.9350896213776337,Random
8,5000,19,5,5668004.38,0.007770375,10,5766745.68,1.7122534177716646,Random
12,500,0,6,2907931.25,0.010043124,10,2952425.0,1.5070238871436192,Clustered
12,500,1,5,2886450.0,0.017201834,10,2952425.0,2.2346037579278053,Clustered
12,500,2,6,2935100.0,0.009648875,10,2952425.0,0.586805761365657,Clustered
12,500,3,5,2888593.75,0.006203792,10,2952425.0,2.1619939541224586,Clustered
12,500,4,4,2907756.25,0.022714125,10,2952425.0,1.5129512180665046,Clustered
12,500,5,5,2837931.25,0.021329958,10,2952425.0,3.877956256297789,Clustered
12,500,6,3,2873631.25,0.024529207,10,2952425.0,2.6687807480291625,Clustered
12,500,7,6,2916425.0,0.012011208,10,2952425.0,1.2193366469935731,Clustered
12,500,8,6,2918912.5,0.023538582,10,2952425.0,1.1350838717325589,Clustered
12,500,9,6,2925825.0,0.018505666,10,2952425.0,0.9009543002785846,Clustered
12,500,10,6,2859325.0,0.017009,10,2952425.0,3.153340050975046,Clustered
12,500,11,0,2904212.5,0.011471458,10,2952425.0,1.6329796692549345,Clustered
12,500,12,6,2879231.25,0.018006709,10,2952425.0,2.479106158496829,Clustered
12,500,13,6,2920006.25,0.021264833,10,2952425.0,1.0980380534645249,Clustered
12,500,14,6,2902331.25,0.027703417,10,2952425.0,1.6966984766759527,Clustered
12,500,15,3,2853025.0,0.015948083,10,2952425.0,3.3667239641989215,Clustered
12,500,16,6,2897081.25,0.009142042,10,2952425.0,1.8745184043625156,Clustered
12,500,17,6,2898393.75,0.029699459,10,2952425.0,1.8300634224408747,Clustered
12,500,18,4,2869431.25,0.020504708,10,2952425.0,2.8110366901784127,Clustered
12,500,19,3,2902550.0,0.017755166,10,2952425.0,1.6892893130223459,Clustered
12,1000,0,6,3450724.2,0.028421375,10,3498292.28,1.3597514499274375,Clustered
