Instance,User,Simulation,Backtracking percentiles idx,Total Allocated Demand,Computation Time(s)
4,500,0,5,962750.0,0.005069167
4,500,1,5,965875.0,0.004698709
4,500,2,6,971325.0,0.005302292
4,500,3,6,963325.0,0.004296
4,500,4,1,953100.0,0.001093125
4,500,5,5,960450.0,0.005781291
4,500,6,1,965650.0,0.00289475
4,500,7,6,965225.0,0.003864291
4,500,8,1,967275.0,0.001441792
4,500,9,6,968700.0,0.002818499
4,500,10,1,968200.0,0.003110917
4,500,11,1,961700.0,0.00303075
4,500,12,1,973850.0,0.003007459
4,500,13,5,962225.0,0.006852041
4,500,14,1,955825.0,0.001795417
4,500,15,6,961700.0,0.002028417
4,500,16,5,969650.0,0.001901249
4,500,17,6,970525.0,0.0049315
4,500,18,1,966550.0,0.000554792
4,500,19,6,974325.0,0.005453167
4,1000,0,6,1636975.0,0.027480126
4,1000,1,6,1631275.0,0.023647957
4,1000,2,6,1663225.0,0.015836126
4,1000,3,5,1623075.0,0.027647
4,1000,4,6,1665125.0,0.014869208
4,1000,5,5,1640075.0,0.0094875
4,1000,6,6,1642025.0,0.019144292
4,1000,7,5,1642300.0,0.02259075
4,1000,8,6,1670825.0,0.009011917
4,1000,9,4,1627250.0,0.023693291
4,1000,10,6,1653275.0,0.018763126
4,1000,11,4,1651175.0,0.02379575
4,1000,12,6,1632425.0,0.010910625
4,1000,13,6,1685275.0,0.018935542
4,1000,14,6,1635325.0,0.027474875
4,1000,15,5,1628725.0,0.024806584
4,1000,16,5,1624925.0,0.021189834
4,1000,17,5,1627600.0,0.018790708
4,1000,18,6,1651125.0,0.009913916
4,1000,19,5,1630400.0,0.018167958
4,2500,0,4,3411675.0,0.032879667
4,2500,1,4,3509350.0,0.025260293
4,2500,2,5,3425300.0,0.022463209
4,2500,3,6,3413125.0,0.012012458
4,2500,4,4,3423675.0,0.022143208
4,2500,5,6,3426425.0,0.012636291
4,2500,6,6,3448775.0,0.013479792
4,2500,7,6,3444050.0,0.010065709
4,2500,8,4,3463200.0,0.021238375
4,2500,9,6,3495750.0,0.019701625
4,2500,10,5,3481000.0,0.014651167
4,2500,11,6,3448175.0,0.014525
4,2500,12,5,3429125.0,0.016624166
4,2500,13,6,3450375.0,0.021247208
4,2500,14,6,3419325.0,0.017425792
4,2500,15,6,3400275.0,0.020105459
4,2500,16,6,3482525.0,0.023985249
4,2500,17,1,3380300.0,0.020065084
4,2500,18,6,3475425.0,0.017266125
4,2500,19,4,3392450.0,0.027602499
4,5000,0,6,5882750.0,0.010866875
4,5000,1,6,5883225.0,0.013436083
4,5000,2,6,5811500.0,0.018509208
4,5000,3,5,5883000.0,0.022394708
4,5000,4,5,5776825.0,0.016251834
4,5000,5,6,5926150.0,0.009803832
4,5000,6,5,5801075.0,0.01008025
4,5000,7,6,5696850.0,0.0166815
4,5000,8,6,5917675.0,0.010775084
4,5000,9,5,5893925.0,0.017924459
4,5000,10,5,5958850.0,0.015597833
4,5000,11,6,5914125.0,0.01963375
4,5000,12,6,5841350.0,0.016618583
4,5000,13,6,5862175.0,0.016653333
4,5000,14,5,5918675.0,0.01998575
4,5000,15,5,5859525.0,0.025948541
4,5000,16,6,5896350.0,0.012061958
4,5000,17,5,5956875.0,0.014185917
4,5000,18,6,5851875.0,0.015223708
4,5000,19,6,5879850.0,0.009986124
8,500,0,4,2477925.0,0.001425625
8,500,1,0,2497925.0,0.000454042
8,500,2,5,2491012.5,0.001313001
8,500,3,6,2466168.75,0.000913958
8,500,4,4,2496131.25,0.0011745
8,500,5,6,2467431.25,0.001235292
8,500,6,4,2464937.5,0.002030625
8,500,7,6,2438650.0,0.001115292
8,500,8,5,2455962.5,0.002923042
8,500,9,6,2465550.0,0.001780791
8,500,10,4,2476137.5,0.002801126
8,500,11,4,2502650.0,0.003341249
8,500,12,5,2462656.25,0.001482667
8,500,13,6,2496218.75,0.000969916
8,500,14,6,2428675.0,0.000983959
8,500,15,5,2438381.25,0.001644792
8,500,16,4,2501862.5,0.002065
8,500,17,6,2497493.75,0.001679374
8,500,18,6,2450550.0,0.002430459
8,500,19,5,2482875.0,0.002105709
8,1000,0,6,2667385.16,0.004626417
8,1000,1,5,2687997.59,0.008193708
8,1000,2,6,2660794.33,0.0027075
8,1000,3,6,2668760.38,0.007016333
8,1000,4,4,2618125.46,0.003545875
8,1000,5,5,2650265.39,0.001950417
8,1000,6,6,2651147.75,0.0047285
8,1000,7,6,2668708.86,0.0050845
8,1000,8,6,2652707.79,0.007290459
8,1000,9,6,2638878.12,0.007494917
8,1000,10,6,2657284.3,0.007947874
8,1000,11,1,2644706.58,0.005873875
8,1000,12,3,2624090.81,0.003080125
8,1000,13,5,2662444.14,0.004231042
8,1000,14,4,2682855.18,0.007354583
8,1000,15,6,2665486.9,0.006624249
8,1000,16,6,2670063.73,0.004867291
8,1000,17,3,2668575.13,0.008127917
8,1000,18,6,2642117.58,0.004737334
8,1000,19,6,2672974.87,0.006773417
8,2500,0,4,3598792.41,0.007345958
8,2500,1,6,3590290.07,0.009019792
8,2500,2,5,3673673.19,0.018141376
8,2500,3,6,3613263.07,0.00880525
8,2500,4,6,3626574.6,0.009758084
8,2500,5,5,3639787.26,0.009299625
8,2500,6,6,3646321.81,0.00852375
8,2500,7,6,3653952.53,0.008343418
8,2500,8,6,3608755.05,0.013648167
8,2500,9,6,3636686.17,0.015124
8,2500,10,5,3598615.41,0.010350084
8,2500,11,5,3654527.91,0.014564084
8,2500,12,6,3614941.72,0.014828667
8,2500,13,5,3617968.17,0.00918
8,2500,14,5,3650144.67,0.016611208
8,2500,15,5,3606739.37,0.004064542
8,2500,16,6,3677924.66,0.009391291
8,2500,17,3,3596201.69,0.019170083
8,2500,18,6,3620745.7,0.015717292
8,2500,19,5,3653498.04,0.018651875
8,5000,0,3,5767449.9,0.012137124
8,5000,1,6,5693479.46,0.008919626
8,5000,2,6,5752495.78,0.012706584
8,5000,3,6,5683882.69,0.010970375
8,5000,4,5,5683829.14000001,0.010350708
8,5000,5,2,5728374.15,0.021515876
8,5000,6,6,5840954.22,0.010822083
8,5000,7,4,5757361.48000001,0.012805042
8,5000,8,4,5714779.78,0.01317375
8,5000,9,5,5692639.69,0.010249584
8,5000,10,5,5730668.66,0.016239751
8,5000,11,6,5744523.69,0.013353833
8,5000,12,4,5826338.57,0.009546584
8,5000,13,5,5787234.26,0.012750791
8,5000,14,5,5764193.29,0.018790667
8,5000,15,6,5688610.14000001,0.00794575
8,5000,16,6,5712866.91,0.014681209
8,5000,17,6,5766125.81000001,0.036066
8,5000,18,5,5812709.52,0.011708251
8,5000,19,6,5668004.38,0.019080375
12,500,0,6,2907931.25,0.018026083
12,500,1,4,2886450.0,0.040036167
12,500,2,5,2935100.0,0.031437209
12,500,3,5,2888593.75,0.011396459
12,500,4,6,2928231.25,0.044786125
12,500,5,4,2898306.25,0.074508
12,500,6,6,2884787.5,0.041547334
12,500,7,2,2938425.0,0.050012083
12,500,8,6,2918912.5,0.038533
12,500,9,3,2928450.0,0.046086042
12,500,10,6,2869825.0,0.031556125
12,500,11,4,2904212.5,0.042719667
12,500,12,3,2879231.25,0.0448775
12,500,13,3,2920006.25,0.089375541
12,500,14,4,2904081.25,0.105206416
12,500,15,5,2881025.0,0.0414765
12,500,16,6,2897081.25,0.026766333
12,500,17,6,2902112.5,0.067091833
12,500,18,6,2869431.25,0.038292834
12,500,19,6,2902550.0,0.057075917
12,1000,0,6,3450724.2,0.072559668
12,1000,1,6,3372349.05,0.1096425
12,1000,2,6,3377840.9,0.062073083
12,1000,3,3,3433300.08,0.085565042
12,1000,4,5,3465467.6,0.062359875
12,1000,5,6,3468419.22,0.049222999
12,1000,6,6,3404931.53,0.120651583
12,1000,7,6,3437576.38,0.081585375
12,1000,8,6,3469039.7,0.063867667
12,1000,9,6,3447434.76,0.103459375
12,1000,10,6,3452703.73,0.072349459
12,1000,11,6,3399800.95,0.098001375
12,1000,12,6,3429348.65,0.093799458
12,1000,13,6,3419797.99,0.069610959
12,1000,14,6,3474949.45,0.082939166
12,1000,15,6,3460713.13,0.056779791
12,1000,16,6,3456888.33,0.046731791
12,1000,17,3,3460585.45,0.120926208
12,1000,18,6,3427890.13,0.106917499
12,1000,19,6,3377255.56,0.083754125
