Instance,User,Simulation,B,U,num_rows,density,avg_degree,max_degree,degree_std,D_mean,D_std,D_cv,avg_row_len,max_row_len,row_density,conflict_max,conflict_avg,conflict_std,conflict_pressure,color_clique_max,color_clique_avg,color_clique_std,color_pressure,Backtracking percentiles idx
4,2500,10,500,5372,2000,0.0512464929859719,25.572,65,16.7252149761968,42845.95,35241.388555895,0.822513879512415,22.496,94,0.00418763961280715,10,4.4748490945674,2.31864788084266,0.166666666666667,27,12.5682451253482,5.97139840157025,6.75,5
4,2500,11,500,5176,2000,0.0503006012024048,25.1,65,16.7887462307344,42310.05,35182.82368923,0.831547674588661,20.524,76,0.00396522411128284,10,4.41719077568134,2.34005278463617,0.166666666666667,26,12.1898355754858,5.85153779717765,6.5,5
4,2500,12,500,5324,2000,0.0511022044088176,25.5,59,16.7075432065879,42303.15,34854.0648824149,0.823911809934127,21.38,72,0.00401577761081893,10,4.48795180722892,2.37051318340513,0.166666666666667,28,11.9759206798867,5.64213592593616,7.0,5
4,2500,13,500,5320,2000,0.0476713426853707,23.788,56,15.0021017194258,40390.15,33107.3021284952,0.819687526005602,20.486,72,0.00385075187969925,9,4.30831643002028,2.11108150408992,0.15,23,11.5163120567376,4.89927804948512,5.75,3
4,2500,14,500,5372,2000,0.0494428857715431,24.672,63,15.3444588044023,40589.8,31852.0879764583,0.78473133586414,21.518,84,0.00400558451228593,9,4.38011695906433,2.12149364103964,0.15,24,11.8551532033426,5.05498126222906,6.0,5
4,2500,15,500,5612,2000,0.0524008016032064,26.148,71,17.0760093698733,42122.6,33161.5552898233,0.787262782682535,24.624,101,0.00438774055595153,11,4.65432098765432,2.49027983864158,0.183333333333333,26,12.9177377892031,6.09445101594427,6.5,1
4,2500,16,500,5480,2000,0.0501322645290581,25.016,60,15.3042394126595,43041.65,34651.6685605099,0.805072959807765,22.596,102,0.00412335766423358,8,4.5112016293279,2.19176778201116,0.133333333333333,24,12.1919463087248,5.27849272743909,6.0,6
4,2500,17,500,5408,2000,0.049811623246493,24.856,67,17.3585501698731,40911.7,33682.7917579571,0.823304623321864,22.74,101,0.00420488165680473,9,4.384765625,2.27726585817694,0.15,27,12.5515818431912,6.15858909520491,6.75,4
4,2500,18,500,5308,2000,0.0524328657314629,26.164,64,17.4122113472126,42862.1,34899.2414471996,0.814221455486306,22.556,86,0.00424943481537302,9,4.58212058212058,2.43630127494525,0.15,26,12.9259259259259,5.74210074874676,6.5,6
4,2500,19,500,5416,2000,0.0516152304609218,25.756,62,16.6885728568982,42743.9,35257.6075165341,0.824857056013468,23.372,104,0.00431536189069424,9,4.60582524271845,2.24386218891846,0.15,24,12.7764060356653,5.69076866414109,6.0,6
4,5000,0,500,8244,2000,0.0419158316633267,20.916,59,15.6074643680516,62356.2,52122.0465260144,0.8358759277508,21.864,118,0.00265211062590975,7,3.55940594059406,1.84433902679884,0.116666666666667,23,10.8199753390875,5.71472629879757,5.75,6
4,5000,1,500,8320,2000,0.0442965931863727,22.104,76,16.5286776240569,65173.75,53469.7960037955,0.820419202574586,23.19,122,0.00278725961538462,7,3.69543147208122,1.9954167726076,0.116666666666667,23,11.3385542168675,5.98993797512593,5.75,5
