Instance,User,Simulation,Solver,Computation Time(s),Total Allocated Demand
12,500,6,Gurobi,0.0317599773406982,2788625.0
12,500,7,Gurobi,0.0161449909210205,2906800.0
12,500,8,Gurobi,0.0291070938110352,2797593.75
12,500,9,Gurobi,0.0146670341491699,2851975.0
12,500,10,Gurobi,0.0182690620422363,2758350.0
12,500,11,Gurobi,0.0195119380950928,2904212.5
12,500,12,Gurobi,0.0194530487060547,2819600.0
12,500,13,Gurobi,0.0220510959625244,2866850.0
12,500,14,Gurobi,0.0296359062194824,2877831.25
12,500,15,Gurobi,0.0196199417114258,2734112.5
12,500,16,Gurobi,0.012890100479126,2817456.25
12,500,17,Gurobi,0.0332968235015869,2878487.5
12,500,18,Gurobi,0.0207560062408447,2836837.5
12,500,19,Gurobi,0.0183708667755127,2872581.25
12,1000,0,Gurobi,0.0337460041046143,3280625.52
12,1000,1,Gurobi,0.0345339775085449,3270005.01
12,1000,2,Gurobi,0.0414822101593018,3126321.14
12,1000,3,Gurobi,0.029447078704834,3215890.36
12,1000,4,Gurobi,0.0325360298156738,3256988.32
12,1000,5,Gurobi,0.0321300029754639,3240779.24
12,1000,6,Gurobi,0.0347731113433838,3129218.95
12,1000,7,Gurobi,0.0338609218597412,3346751.75
12,1000,8,Gurobi,0.0522429943084717,3300837.09
12,1000,9,Gurobi,0.0448029041290283,3237971.49
12,1000,10,Gurobi,0.0437150001525879,3422538.77
12,1000,11,Gurobi,0.0400149822235107,3271864.91
12,1000,12,Gurobi,0.0366768836975098,3101221.69
12,1000,13,Gurobi,0.030189037322998,3329687.83
12,1000,14,Gurobi,0.04215407371521,3440810.17
12,1000,15,Gurobi,0.0285229682922363,3272255.46
12,1000,16,Gurobi,0.0326030254364014,3237335.8
12,1000,17,Gurobi,0.0326230525970459,3425941.26
12,1000,18,Gurobi,0.033329963684082,3187357.82
12,1000,19,Gurobi,0.036639928817749,3262118.81
12,2500,0,Gurobi,0.0301651954650879,4733989.98
12,2500,1,Gurobi,0.0293009281158447,4526631.03
12,2500,2,Gurobi,0.0357570648193359,4799536.16
12,2500,3,Gurobi,0.0344159603118896,4762642.08
12,2500,4,Gurobi,0.0262680053710938,4800655.23
12,2500,5,Gurobi,0.0390558242797852,4745225.28
12,2500,6,Gurobi,0.0448861122131348,4619552.21
12,2500,7,Gurobi,0.0375180244445801,4577630.65
12,2500,8,Gurobi,0.0370121002197266,4257884.96
12,2500,9,Gurobi,0.0360550880432129,4682405.02
12,2500,10,Gurobi,0.0355179309844971,4487558.6
12,2500,11,Gurobi,0.0316867828369141,4943908.78
12,2500,12,Gurobi,0.0300278663635254,4793812.45
12,2500,13,Gurobi,0.0340278148651123,4886809.57
12,2500,14,Gurobi,0.0334298610687256,4692143.07
12,2500,15,Gurobi,0.0394868850708008,4443227.18
12,2500,16,Gurobi,0.0258538722991943,4813397.56
12,2500,17,Gurobi,0.0294070243835449,4190424.91
12,2500,18,Gurobi,0.0328631401062012,4720929.71
12,2500,19,Gurobi,0.0324170589447021,4762545.48
12,5000,0,Gurobi,0.0617680549621582,6872491.1
12,5000,1,Gurobi,0.0516798496246338,6317888.4
12,5000,2,Gurobi,0.0510401725769043,6402807.03
12,5000,3,Gurobi,0.0542740821838379,6657361.84
12,5000,4,Gurobi,0.0487480163574219,6437132.44
12,5000,5,Gurobi,0.0541510581970215,6390614.32
12,5000,6,Gurobi,0.0434849262237549,6097191.81
12,5000,7,Gurobi,0.0427510738372803,6289143.37
12,5000,8,Gurobi,0.049440860748291,6844611.93
12,5000,9,Gurobi,0.0473771095275879,6390946.65
12,5000,10,Gurobi,0.0533199310302734,6534418.54
12,5000,11,Gurobi,0.0643210411071777,6642582.11
12,5000,12,Gurobi,0.0669400691986084,6640140.61
12,5000,13,Gurobi,0.0457890033721924,6499737.59
12,5000,14,Gurobi,0.0563678741455078,6517328.48
12,5000,15,Gurobi,0.0449671745300293,6465223.05
12,5000,16,Gurobi,0.0617659091949463,6488531.27
12,5000,17,Gurobi,0.0614550113677979,6575040.35
12,5000,18,Gurobi,0.0476558208465576,6500805.03
12,5000,19,Gurobi,0.0592539310455322,6496580.66
