Instance,User,Simulation,Backtracking percentiles idx,Total Allocated Demand,Computation Time(s)
8,5000,6,0,5826557.2,0.003966126
8,5000,7,6,5757361.48000001,0.004744792
8,5000,8,0,5696979.48,0.00291375
8,5000,9,2,5688301.93,0.003169957
8,5000,10,3,5730668.66,0.002798208
8,5000,11,4,5744523.69,0.002566875
8,5000,12,6,5821821.89,0.004011
8,5000,13,4,5785933.87,0.004042709
8,5000,14,2,5764193.29,0.002967417
8,5000,15,3,5688610.14000001,0.004659375
8,5000,16,5,5712866.91,0.004367084
8,5000,17,6,5749016.03,0.002830916
8,5000,18,0,5812709.52,0.003114166
8,5000,19,2,5639249.45,0.003380917
12,500,0,0,2877306.25,0.003267959
12,500,1,5,2886450.0,0.009431124
12,500,2,3,2849000.0,0.004397666
12,500,3,6,2817368.75,0.002585916
12,500,4,6,2888856.25,0.008992208
12,500,5,3,2829400.0,0.009730333
12,500,6,6,2873631.25,0.008046709
12,500,7,1,2916425.0,0.004664001
12,500,8,6,2877787.5,0.007567043
12,500,9,5,2875600.0,0.006119958
12,500,10,3,2847950.0,0.008036958
12,500,11,0,2904212.5,0.007465333
12,500,12,0,2841475.0,0.007693292
12,500,13,1,2898350.0,0.008515333
12,500,14,3,2902331.25,0.010689332
12,500,15,5,2777425.0,0.007512375
12,500,16,1,2872581.25,0.00443575
12,500,17,3,2898393.75,0.015206375
12,500,18,5,2869431.25,0.008749792
12,500,19,4,2902550.0,0.00832175
12,1000,0,3,3343073.32,0.01633275
12,1000,1,0,3317642.65,0.012747458
12,1000,2,2,3193394.65,0.017341708
12,1000,3,0,3287619.44,0.010784791
12,1000,4,3,3298248.24,0.009805708
12,1000,5,5,3285870.58,0.012303167
12,1000,6,1,3230944.42,0.015985833
12,1000,7,4,3437576.38,0.014450416
12,1000,8,2,3322406.54,0.016584291
12,1000,9,3,3399856.18,0.015776333
12,1000,10,6,3428036.22,0.013537458
12,1000,11,6,3288054.09,0.014167125
12,1000,12,5,3284348.41,0.011601084
12,1000,13,5,3412286.99,0.017178667
12,1000,14,6,3446855.93,0.012312375
12,1000,15,2,3291336.97,0.013743792
12,1000,16,5,3376254.0,0.012451625
12,1000,17,3,3453232.37,0.011806166
12,1000,18,2,3327454.66,0.011988792
12,1000,19,4,3328570.65,0.01374725
12,2500,0,0,4892025.34,0.010701124
12,2500,1,1,4732832.9,0.011023291
12,2500,2,5,4938942.56,0.017352418
12,2500,3,1,4866506.33,0.016952584
12,2500,4,5,4847706.43,0.009474333
12,2500,5,6,4846598.44,0.011388709
12,2500,6,3,4784768.03,0.014133417
12,2500,7,4,4701714.33,0.009787208
12,2500,8,5,4432212.89,0.009430208
12,2500,9,1,4864032.71,0.01037675
12,2500,10,4,4749797.5,0.012552166
12,2500,11,6,4994257.94,0.016109918
12,2500,12,5,4871946.66,0.016646542
12,2500,13,2,4979301.13,0.01436175
12,2500,14,3,4875461.99,0.013579666
12,2500,15,6,4730308.03,0.009672125
12,2500,16,6,4854926.88,0.010276001
12,2500,17,4,4738953.05,0.010044708
12,2500,18,1,4809041.18,0.010184083
12,2500,19,2,4918408.53,0.015642292
12,5000,0,5,6916093.54,0.0226975
12,5000,1,3,6505477.44,0.029019916
12,5000,2,1,6586457.56,0.022655375
12,5000,3,3,6675698.88,0.026065209
12,5000,4,2,6446324.0,0.015497291
12,5000,5,6,6661518.75,0.017815667
12,5000,6,1,6268404.53,0.016381875
12,5000,7,5,6626646.57,0.015886542
12,5000,8,0,6844611.93,0.023612292
12,5000,9,6,6578655.52,0.024217625
12,5000,10,2,6711839.28,0.02578
12,5000,11,6,6674230.23,0.017906958
12,5000,12,2,6733197.95,0.031777084
12,5000,13,6,6649360.42,0.023608333
12,5000,14,0,6704669.16,0.018197084
12,5000,15,4,6683245.61,0.020932
12,5000,16,1,6570997.16,0.024238125
12,5000,17,3,6636221.12,0.023383959
12,5000,18,2,6735228.98,0.021246125
12,5000,19,1,6702663.19,0.024816875
