Instance,User,Simulation,Backtracking percentiles idx,Total Allocated Demand,Computation Time(s)
4,500,0,1,962750.0,0.001451417
4,500,1,1,965875.0,0.002216791
4,500,2,6,971325.0,0.001738917
4,500,3,6,963325.0,0.001368625
4,500,4,1,953100.0,0.000661416
4,500,5,5,960450.0,0.001721292
4,500,6,1,965650.0,0.001762209
4,500,7,4,965225.0,0.001794001
4,500,8,1,967275.0,0.001434166
4,500,9,5,968700.0,0.001341
4,500,10,1,968200.0,0.001850292
4,500,11,1,961700.0,0.001109542
4,500,12,1,973850.0,0.000963958
4,500,13,5,962225.0,0.001520125
4,500,14,1,955825.0,0.000855625
4,500,15,6,961700.0,0.000857125
4,500,16,4,969650.0,0.00146075
4,500,17,5,970525.0,0.001781375
4,500,18,1,966550.0,0.000824334
4,500,19,6,974325.0,0.001249
4,1000,0,6,1636975.0,0.003967166
4,1000,1,1,1631275.0,0.006262668
4,1000,2,5,1663225.0,0.005907124
4,1000,3,5,1623075.0,0.006440084
4,1000,4,6,1651875.0,0.003989458
4,1000,5,4,1640075.0,0.002835209
4,1000,6,1,1642025.0,0.003661542
4,1000,7,6,1631175.0,0.003882751
4,1000,8,1,1667425.0,0.003840501
4,1000,9,4,1627250.0,0.003906458
4,1000,10,6,1645025.0,0.006683876
4,1000,11,1,1640800.0,0.005955125
4,1000,12,2,1632425.0,0.003218167
4,1000,13,6,1671825.0,0.004318667
4,1000,14,3,1608775.0,0.005707124
4,1000,15,1,1623750.0,0.005902834
4,1000,16,1,1621550.0,0.003713125
4,1000,17,2,1627600.0,0.004185417
4,1000,18,1,1651125.0,0.003541458
4,1000,19,1,1630400.0,0.003665958
4,2500,0,1,3411675.0,0.003678042
4,2500,1,1,3488800.0,0.005679208
4,2500,2,6,3425300.0,0.005900541
4,2500,3,1,3413125.0,0.005849667
4,2500,4,6,3363900.0,0.004261375
4,2500,5,3,3399775.0,0.004579
4,2500,6,1,3448775.0,0.005890917
4,2500,7,1,3409375.0,0.005439876
4,2500,8,1,3446950.0,0.003743625
4,2500,9,6,3490150.0,0.00376275
4,2500,10,6,3481000.0,0.006038875
4,2500,11,0,3371950.0,0.003059791
4,2500,12,5,3429125.0,0.004287751
4,2500,13,5,3450375.0,0.005098333
4,2500,14,1,3357475.0,0.003418208
4,2500,15,5,3392125.0,0.006700126
4,2500,16,1,3474525.0,0.004134167
4,2500,17,1,3368200.0,0.005469291
4,2500,18,1,3461800.0,0.0055155
4,2500,19,0,3340375.0,0.00227675
4,5000,0,4,5862200.0,0.005071416
4,5000,1,6,5769925.0,0.005184708
4,5000,2,5,5742525.0,0.003700208
4,5000,3,5,5794575.0,0.005619208
4,5000,4,1,5776825.0,0.003773583
4,5000,5,3,5807150.0,0.005402416
4,5000,6,6,5801075.0,0.004461626
4,5000,7,6,5682575.0,0.004683791
4,5000,8,4,5836650.0,0.004697999
4,5000,9,5,5893925.0,0.003672833
4,5000,10,3,5903325.0,0.005182209
4,5000,11,6,5802675.0,0.005132541
4,5000,12,5,5813825.0,0.005861958
4,5000,13,5,5849800.0,0.003694083
4,5000,14,3,5918675.0,0.003345875
4,5000,15,6,5736900.0,0.003662458
4,5000,16,5,5791875.0,0.005251333
4,5000,17,0,5871625.0,0.002683417
4,5000,18,6,5851875.0,0.003682291
4,5000,19,4,5879850.0,0.00311225
8,500,0,6,2475656.25,0.000475541
8,500,1,0,2497925.0,0.000514209
8,500,2,6,2491012.5,0.000588124
8,500,3,0,2464331.25,0.000281583
8,500,4,4,2496131.25,0.000852125
8,500,5,5,2442143.75,0.000489041
8,500,6,5,2464937.5,0.000662084
8,500,7,1,2438650.0,0.00073525
8,500,8,0,2451243.75,0.00033925
8,500,9,6,2465550.0,0.000601834
8,500,10,0,2467387.5,0.000500958
8,500,11,6,2502125.0,0.001124792
8,500,12,5,2462656.25,0.000451042
8,500,13,0,2496218.75,0.000476374
8,500,14,6,2428675.0,0.00037925
8,500,15,6,2438381.25,0.000794499
8,500,16,3,2501862.5,0.000628791
8,500,17,1,2497493.75,0.000565041
8,500,18,6,2450550.0,0.000863667
8,500,19,5,2475481.25,0.000987125
8,1000,0,4,2667385.16,0.001865417
8,1000,1,4,2687997.59,0.001918416
8,1000,2,5,2660794.33,0.000966376
8,1000,3,3,2666841.61,0.002753417
8,1000,4,6,2618125.46,0.001055167
8,1000,5,5,2639884.39,0.001013584
8,1000,6,5,2651147.75,0.002402833
8,1000,7,4,2668708.86,0.001596249
8,1000,8,2,2652707.79,0.001129166
8,1000,9,6,2637699.74,0.002247667
8,1000,10,3,2657284.3,0.001275376
8,1000,11,6,2644706.58,0.001024791
8,1000,12,6,2624090.81,0.000935542
8,1000,13,5,2662444.14,0.001495083
8,1000,14,3,2681146.62,0.001177791
8,1000,15,6,2658808.48,0.00302425
8,1000,16,6,2656636.03,0.001043333
8,1000,17,5,2659285.43,0.002297917
8,1000,18,4,2641028.8,0.00179175
8,1000,19,3,2672974.87,0.001789708
8,2500,0,3,3598792.41,0.003182333
8,2500,1,3,3590290.07,0.002999708
8,2500,2,0,3673673.19,0.003098416
8,2500,3,2,3613263.07,0.002711459
8,2500,4,0,3626574.6,0.002298792
8,2500,5,3,3639787.26,0.003463749
8,2500,6,6,3646221.57,0.004986166
8,2500,7,4,3615487.97,0.005172333
8,2500,8,0,3606444.77,0.003052125
8,2500,9,5,3636686.17,0.003267667
8,2500,10,6,3598615.41,0.004007209
8,2500,11,5,3654527.91,0.005770583
8,2500,12,3,3613823.21,0.005065333
8,2500,13,6,3617968.17,0.004522876
8,2500,14,0,3650144.67,0.002405999
8,2500,15,5,3606739.37,0.001847125
8,2500,16,6,3677924.66,0.003986667
8,2500,17,4,3572558.12,0.005109042
8,2500,18,6,3620745.7,0.004967667
8,2500,19,3,3653498.04,0.002610458
8,5000,0,6,5767449.9,0.003802501
8,5000,1,6,5692299.54,0.003103251
8,5000,2,5,5749137.04,0.004775959
8,5000,3,0,5669224.22,0.002401417
8,5000,4,3,5644395.64000001,0.004667499
8,5000,5,4,5719845.42,0.004271125
