Instance,User,Simulation,Backtracking percentiles idx,Total Allocated Demand,Computation Time(s)
4,500,0,1,962750.0,0.001348333
4,500,1,1,965875.0,0.001618209
4,500,2,6,971325.0,0.001381668
4,500,3,6,963325.0,0.001532792
4,500,4,1,953100.0,0.000875416
4,500,5,6,960450.0,0.001213375
4,500,6,1,965650.0,0.001516916
4,500,7,6,965225.0,0.002754792
4,500,8,1,967275.0,0.001093416
4,500,9,5,968700.0,0.001587749
4,500,10,1,968200.0,0.001577375
4,500,11,1,961700.0,0.001133167
4,500,12,1,973850.0,0.001029501
4,500,13,6,962225.0,0.001104
4,500,14,1,955825.0,0.0006105
4,500,15,4,961700.0,0.001107041
4,500,16,6,969650.0,0.000968
4,500,17,5,970525.0,0.001380334
4,500,18,1,966550.0,0.000650876
4,500,19,3,974325.0,0.001921208
4,1000,0,6,1636975.0,0.004546083
4,1000,1,2,1631275.0,0.00667575
4,1000,2,4,1663225.0,0.005928875
4,1000,3,2,1623075.0,0.006745125
4,1000,4,6,1665125.0,0.005024458
4,1000,5,6,1640075.0,0.003174209
4,1000,6,6,1642025.0,0.005244375
4,1000,7,6,1642300.0,0.006301999
4,1000,8,4,1670825.0,0.005754417
4,1000,9,6,1627250.0,0.005232834
4,1000,10,4,1653275.0,0.007548501
4,1000,11,6,1651175.0,0.004692791
4,1000,12,5,1632425.0,0.004025166
4,1000,13,6,1685275.0,0.004797167
4,1000,14,6,1620075.0,0.004977917
4,1000,15,6,1628725.0,0.004904416
4,1000,16,5,1624925.0,0.005597876
4,1000,17,4,1627600.0,0.006767542
4,1000,18,1,1651125.0,0.005293416
4,1000,19,5,1630400.0,0.004943583
4,2500,0,1,3411675.0,0.005844834
4,2500,1,6,3509350.0,0.00456775
4,2500,2,5,3425300.0,0.005737126
4,2500,3,2,3413125.0,0.005163958
4,2500,4,6,3423675.0,0.004643917
4,2500,5,4,3426425.0,0.006382084
4,2500,6,1,3448775.0,0.00554525
4,2500,7,5,3411675.0,0.0059935
4,2500,8,5,3459925.0,0.007361292
4,2500,9,6,3495750.0,0.006246459
4,2500,10,1,3481000.0,0.005843834
4,2500,11,5,3448175.0,0.004492083
4,2500,12,6,3429125.0,0.00505275
4,2500,13,5,3450375.0,0.004542874
4,2500,14,6,3396275.0,0.005454625
4,2500,15,6,3400275.0,0.006440417
4,2500,16,4,3475675.0,0.006091625
4,2500,17,1,3380300.0,0.005781917
4,2500,18,6,3475425.0,0.0048375
4,2500,19,6,3389975.0,0.004597833
4,5000,0,6,5882750.0,0.004433542
4,5000,1,3,5834400.0,0.00443725
4,5000,2,6,5811500.0,0.005179666
4,5000,3,6,5875500.0,0.005608792
4,5000,4,6,5776825.0,0.00527575
4,5000,5,6,5926150.0,0.004776624
4,5000,6,6,5801075.0,0.003779708
4,5000,7,6,5696850.0,0.005255792
4,5000,8,6,5917675.0,0.003959792
4,5000,9,5,5893925.0,0.0057445
4,5000,10,6,5931925.0,0.006835208
4,5000,11,6,5914125.0,0.004372959
4,5000,12,4,5841350.0,0.00579925
4,5000,13,6,5862175.0,0.004579666
4,5000,14,5,5918675.0,0.00461175
4,5000,15,6,5846125.0,0.005214417
4,5000,16,6,5896350.0,0.004560166
4,5000,17,6,5899675.0,0.003440249
4,5000,18,6,5851875.0,0.004557417
4,5000,19,6,5879850.0,0.004784667
8,500,0,6,2477925.0,0.000592542
8,500,1,6,2497925.0,0.000655667
8,500,2,6,2491012.5,0.000698375
8,500,3,6,2466168.75,0.00046825
8,500,4,5,2496131.25,0.000744291
8,500,5,2,2467431.25,0.000674376
8,500,6,3,2464937.5,0.000988458
8,500,7,6,2438650.0,0.000532292
8,500,8,6,2455962.5,0.000762125
8,500,9,6,2465550.0,0.0008835
8,500,10,3,2476137.5,0.000683666
8,500,11,5,2502650.0,0.00100375
8,500,12,6,2462656.25,0.000501166
8,500,13,0,2496218.75,0.000448458
8,500,14,6,2428675.0,0.000442792
8,500,15,5,2438381.25,0.000573708
8,500,16,6,2501862.5,0.000734792
8,500,17,6,2497493.75,0.000670501
8,500,18,3,2450550.0,0.000791375
8,500,19,6,2482875.0,0.000729542
8,1000,0,3,2667385.16,0.002372375
8,1000,1,6,2687997.59,0.0022885
8,1000,2,4,2660794.33,0.001110875
8,1000,3,2,2668760.38,0.002723416
8,1000,4,3,2618125.46,0.001684501
8,1000,5,6,2650265.39,0.001187792
8,1000,6,2,2651147.75,0.002070542
8,1000,7,6,2668708.86,0.001824791
8,1000,8,6,2652707.79,0.001276
8,1000,9,6,2638878.12,0.001868541
8,1000,10,3,2657284.3,0.002005459
8,1000,11,6,2644706.58,0.001180583
8,1000,12,3,2624090.81,0.001074083
8,1000,13,5,2662444.14,0.001755125
8,1000,14,3,2682855.18,0.001385916
8,1000,15,3,2665486.9,0.002134375
8,1000,16,6,2665514.94,0.001225708
8,1000,17,6,2668575.13,0.001739374
8,1000,18,5,2642117.58,0.001473375
8,1000,19,4,2672974.87,0.001528959
8,2500,0,6,3598792.41,0.002740583
8,2500,1,6,3590290.07,0.003241834
8,2500,2,0,3673673.19,0.0029975
8,2500,3,6,3613263.07,0.004565293
8,2500,4,0,3626574.6,0.003253751
8,2500,5,6,3639787.26,0.004437667
8,2500,6,5,3646321.81,0.003929167
8,2500,7,6,3653952.53,0.004195292
8,2500,8,4,3608755.05,0.004607875
8,2500,9,6,3636686.17,0.004119084
8,2500,10,6,3598615.41,0.003017208
8,2500,11,6,3654527.91,0.0046395
8,2500,12,5,3614941.72,0.003511251
8,2500,13,6,3617968.17,0.003615749
8,2500,14,3,3650144.67,0.004185041
8,2500,15,6,3606739.37,0.001931624
8,2500,16,6,3677924.66,0.004100458
8,2500,17,5,3587865.3,0.004396834
8,2500,18,5,3620745.7,0.005302875
8,2500,19,3,3653498.04,0.003962626
8,5000,0,5,5767449.9,0.003646042
8,5000,1,3,5693479.46,0.003486874
8,5000,2,3,5750476.91,0.004475208
8,5000,3,4,5683882.69,0.003855041
8,5000,4,6,5683829.14000001,0.004000291
8,5000,5,5,5728374.15,0.004927749
8,5000,6,5,5840954.22,0.003441917
8,5000,7,3,5757361.48000001,0.0040875
8,5000,8,6,5714779.78,0.00347075
8,5000,9,6,5692639.69,0.003973042
8,5000,10,6,5730668.66,0.003487668
8,5000,11,6,5744523.69,0.003234125
8,5000,12,6,5826338.57,0.00366075
8,5000,13,4,5787234.26,0.003488374
8,5000,14,6,5764193.29,0.004188709
8,5000,15,4,5688610.14000001,0.003971001
8,5000,16,5,5712866.91,0.003264667
8,5000,17,6,5766125.81000001,0.003216166
8,5000,18,0,5812709.52,0.002603625
8,5000,19,5,5668004.38,0.004737459
12,500,0,6,2907931.25,0.006245917
12,500,1,4,2886450.0,0.010986874
12,500,2,6,2935100.0,0.006294292
12,500,3,6,2888593.75,0.0036125
12,500,4,0,2897256.25,0.01342375
12,500,5,5,2837931.25,0.01079125
12,500,6,6,2873631.25,0.013044499
12,500,7,6,2916425.0,0.007491709
12,500,8,6,2918912.5,0.013362667
12,500,9,2,2920575.0,0.01056575
12,500,10,3,2847950.0,0.0086735
12,500,11,6,2904212.5,0.009073124
12,500,12,5,2879231.25,0.008691916
12,500,13,5,2920006.25,0.012474125
12,500,14,2,2902331.25,0.018923791
12,500,15,6,2836400.0,0.00773425
12,500,16,5,2897081.25,0.007896959
12,500,17,5,2898393.75,0.016314833
12,500,18,2,2869431.25,0.010028166
12,500,19,3,2902550.0,0.011887125
12,1000,0,6,3416066.92,0.018635083
12,1000,1,3,3351078.01,0.021158917
12,1000,2,6,3360007.42,0.022279334
12,1000,3,3,3372845.84,0.019787293
12,1000,4,5,3465467.6,0.015017458
12,1000,5,3,3404782.78,0.017927126
12,1000,6,6,3321884.58,0.019438958
12,1000,7,3,3437576.38,0.021372541
12,1000,8,3,3440342.5,0.029442416
12,1000,9,5,3409060.2,0.022974334
12,1000,10,5,3428036.22,0.022008417
12,1000,11,6,3399800.95,0.022879833
12,1000,12,3,3429348.65,0.019964
12,1000,13,6,3419797.99,0.020494791
12,1000,14,6,3447487.61,0.02337475
12,1000,15,4,3416268.66,0.01984
12,1000,16,6,3448457.25,0.017238916
12,1000,17,6,3453232.37,0.017930626
12,1000,18,4,3377078.74,0.01786
12,1000,19,4,3366754.88,0.022152541
12,2500,0,0,5021029.58,0.015287917
12,2500,1,3,4886020.34,0.015407
12,2500,2,6,4982100.43,0.0199405
12,2500,3,4,4899655.97,0.023008376
12,2500,4,3,4847706.43,0.014666292
12,2500,5,5,4885873.64,0.016912459
12,2500,6,6,4799786.27,0.026329167
12,2500,7,2,4928738.33,0.018056918
12,2500,8,5,4704990.57,0.016958708
12,2500,9,3,4910411.98,0.017616542
12,2500,10,3,4797241.21,0.017250541
12,2500,11,5,4994257.94,0.016975917
12,2500,12,6,4918086.13,0.01793075
12,2500,13,6,5033409.01,0.017217792
12,2500,14,6,5003286.12,0.019587042
12,2500,15,6,4841837.02,0.016676625
12,2500,16,6,4864592.76,0.017936666
12,2500,17,3,4738953.05,0.015967708
12,2500,18,4,4832199.02,0.018418291
12,2500,19,4,4918408.53,0.016661792
12,5000,0,2,6965443.89,0.03568375
12,5000,1,6,6771635.78,0.035630667
12,5000,2,5,6667414.15,0.02975825
12,5000,3,3,6823560.32,0.029957417
12,5000,4,6,6641087.41,0.032699708
12,5000,5,6,6768566.06,0.032481334
12,5000,6,2,6411321.71,0.023887375
12,5000,7,6,6626646.57,0.025344208
12,5000,8,6,6928800.82,0.025678208
12,5000,9,4,6706028.08,0.029042083
12,5000,10,3,6980082.1,0.028005458
12,5000,11,6,6712703.66,0.0350955
12,5000,12,5,6733197.95,0.045647417
12,5000,13,4,6649360.42,0.028679292
12,5000,14,6,6741939.82,0.029567042
12,5000,15,2,6823216.77,0.029685001
12,5000,16,0,6980823.21,0.039198834
12,5000,17,2,6858499.52,0.036898626
12,5000,18,4,6738620.34,0.030813167
12,5000,19,6,6792790.83,0.035978374
